,group,names,scores,logfoldchanges,pvals,pvals_adj
281,0,ALDH1A2,3.4609532,,0.0005382664200872471,0.0022381140128367866
282,0,IER2,3.4579954,,0.0005442105723976547,0.0022581351551769907
283,0,CD248,3.4573143,,0.0005455880505509004,0.0022591637703971035
284,0,SRGN,3.4510763,,0.0005583556634462781,0.0023072548076292485
285,0,STEAP4,3.4017746,,0.0006694982244736781,0.002727080344088302
286,0,GADD45G,3.3930254,,0.0006912522516377765,0.0028099685025925877
287,0,PGGHG,3.385228,,0.0007111918387973897,0.0028851595894417432
288,0,SDC2,3.2977064,,0.0009747802276206491,0.003922656851592149
289,0,NR4A3,3.282535,,0.0010287815569343837,0.00413165283909391
290,0,DENND3,3.2814782,,0.0010326452098960949,0.004138858556697775
291,0,FLT1,3.2694793,,0.001077456191352366,0.004309824765409464
292,0,EDA,3.2619896,,0.001106331705430197,0.0044164938340526825
293,0,IFI44L,3.2158058,,0.0013007888002688507,0.005151638812945943
294,0,FOXC2,3.2136197,,0.0013107314923222777,0.005180756886649319
295,0,ADH1B,3.2127254,,0.001314819688847391,0.0051866654392402015
296,0,VEGFA,3.2101874,,0.0013264843273525912,0.005222379241545634
297,0,RASSF8,3.1809807,,0.0014677739018807924,0.005733491804221845
298,0,CTGF,3.1363735,,0.0017105117362416471,0.0066556876896562145
299,0,TTN,3.1151922,,0.0018382503330201167,0.007125001290775646
300,0,SPTLC3,3.069543,,0.0021438669822922587,0.008245642239585611
301,0,CLMP,3.0683417,,0.002152502430407007,0.008262965183904058
302,0,DUSP5,3.064314,,0.0021816995484421906,0.00834852288879562
303,0,PGR,3.0576985,,0.0022304383210198665,0.008496907889599491
304,0,ADM,3.0547569,,0.0022524308299059596,0.008564375779110112
305,0,GEM,3.037409,,0.0023862145405306704,0.009038691441404054
306,0,ANKRD37,3.0268924,,0.002470819565457282,0.009341472837267606
307,0,NUPR1,3.0148175,,0.0025713393407585682,0.009684893938826999
308,0,MAFF,3.0091367,,0.002619912691734995,0.009812407085149794
309,0,KIAA0040,3.0057764,,0.0026490375111496247,0.009902943966914485
310,0,CADPS2,2.9991279,,0.002707537063053569,0.01010275023527451
311,0,RUNX3,2.946499,,0.003213932710567433,0.011859288403072444
312,0,LINC00278,2.9459352,,0.0032197968014341686,0.011859288403072444
313,0,TENT5A,2.9364145,,0.0033203046179642913,0.012207002271927541
314,0,HLA-E,2.9047885,,0.003675014313416267,0.01338803028566946
315,0,KLF4,2.8860917,,0.0039005850005510386,0.014106998193674641
316,0,LTBP1,2.8790886,,0.003988262932452674,0.014398061127987992
317,0,TGFBR1,2.8764067,,0.004022310008369948,0.014494810840972785
318,0,AC002074.1,2.8132722,,0.004904012755373075,0.01751433126918955
319,0,HES1,2.8058026,,0.005019144284436745,0.01789356251136094
320,0,RDH10,2.802894,,0.0050646295362902945,0.018023592655837344
321,0,TMEM71,2.801384,,0.005088394364158043,0.018076001293634257
322,0,KLF2,2.77787,,0.005471649596027375,0.019334450869354685
323,0,TWIST2,2.7739832,,0.0055374523149510566,0.01953245966473036
324,0,SLC2A1,2.7653832,,0.005685593598443057,0.01994945122260722
325,0,CST3,2.7647595,,0.005696476921529168,0.01995263370062756
326,0,AC027288.3,2.747385,,0.00600725599654179,0.02093120556286338
327,0,CH25H,2.733736,,0.006262021776444781,0.02163047245749493
328,0,CASP4,2.7208588,,0.006511256355229663,0.022413963357072852
329,0,ANXA1,2.7031283,,0.006869019607680798,0.02360487837690996
330,0,PIK3CD,2.6606274,,0.007799524331302213,0.026710699764733607
331,0,CD58,2.6417227,,0.008248558105031462,0.02815207544379339
332,0,HLA-B,2.5993094,,0.009341153431883822,0.03155795078339129
333,0,MT2A,2.5751052,,0.010020963302481527,0.03368391026044211
334,0,AC090531.1,2.5704,,0.010158117233469974,0.03397363623234105
335,0,CDC14A,2.528332,,0.01146059387891049,0.03782374217462208
336,0,IQGAP2,2.419889,,0.015525243638380364,0.04976039627686014
337,0,HSPB1,2.401167,,0.01634287683582415,0.05221366401221773
338,0,IL18,2.386597,,0.01700512328149757,0.05406676776273478
339,0,TNFAIP8,2.386037,,0.017031031845261457,0.05406676776273478
340,0,PLAUR,2.3660169,,0.01798062792156999,0.056900721270791106
341,0,VCAM1,2.358591,,0.018344453139640237,0.05777780516422122
342,0,CMKLR1,2.338439,,0.019364491752717736,0.06070373590193648
343,0,ABCB1,2.3279743,,0.01991347247004603,0.06213251940731991
344,0,BACE2,2.2886908,,0.022097330049349724,0.06830704806599605
345,0,SOCS3,2.2843573,,0.022350534784974976,0.0689831320523919
346,0,OLFML3,2.262139,,0.023688808980820212,0.07255377942058258
347,0,EHBP1L1,2.185818,,0.028828921657784817,0.08696507287416234
348,0,SLC7A2,2.1738298,,0.029717917481763265,0.08924299544073051
